ID,HASH,CREATED_BY,CREATED_ON,UPDATED_BY,UPDATED_ON,STATEMENT,TIMES
131,"select coalesce(tipo_operacion, 'total') as tipo_operacion, sum(case when extract(month from fecha) = 1 then ingreso else 0 end) as enero, sum(case when extract(month from fecha) = 2 then ingreso else 0 end) as febrero, sum(case when extract(month from fecha) = 3 then ingreso else 0 end) as marzo, sum(case when extract(month from fecha) = 4 then ingreso else 0 end) as abril, sum(case when extract(month from fecha) = 5 then ingreso else 0 end) as mayo, sum(case when extract(month from fecha) = 6 then ingreso else 0 end) as junio, sum(case when extract(month from fecha) = 7 then ingreso else 0 end) as julio, sum(case when extract(month from fecha) = 8 then ingreso else 0 end) as agosto, sum(case when extract(month from fecha) = 9 then ingreso else 0 end) as septiembre, sum(case when extract(month from fecha) = 10 then ingreso else 0 end) as octubre, sum(case when extract(month from fecha) = 11 then ingreso else 0 end) as noviembre, sum(case when extract(month from fecha) = 12 then ingreso else 0 end) as diciembre, sum(ingreso) as total_anual from operaciones where ingreso is not null and extract(year from fecha) = 2025 group by rollup(tipo_operacion) order by case when tipo_operacion is null then 'zzzz' else tipo_operacion end",PCSERVICEUSER,2025-07-05 02:29:30.254172,PCSERVICEUSER,2025-07-05 13:11:24.786076,"SELECT 
    COALESCE(TIPO_OPERACION, 'TOTAL') as Tipo_Operacion,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 1 THEN INGRESO ELSE 0 END) as Enero,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 2 THEN INGRESO ELSE 0 END) as Febrero,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 3 THEN INGRESO ELSE 0 END) as Marzo,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 4 THEN INGRESO ELSE 0 END) as Abril,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 5 THEN INGRESO ELSE 0 END) as Mayo,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 6 THEN INGRESO ELSE 0 END) as Junio,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 7 THEN INGRESO ELSE 0 END) as Julio,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 8 THEN INGRESO ELSE 0 END) as Agosto,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 9 THEN INGRESO ELSE 0 END) as Septiembre,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 10 THEN INGRESO ELSE 0 END) as Octubre,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 11 THEN INGRESO ELSE 0 END) as Noviembre,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 12 THEN INGRESO ELSE 0 END) as Diciembre,
    SUM(INGRESO) as Total_Anual
FROM OPERACIONES
WHERE INGRESO IS NOT NULL
    AND EXTRACT(YEAR FROM FECHA) = 2025
GROUP BY ROLLUP(TIPO_OPERACION)
ORDER BY CASE WHEN TIPO_OPERACION IS NULL THEN 'ZZZZ' ELSE TIPO_OPERACION END",4
189,"select id_dispositivo, id_cliente, tipo_dispositivo, marca, modelo from pcserviceuser.dispositivos",PCSERVICEUSER,2025-07-10 22:59:19.467297,PCSERVICEUSER,2025-07-10 22:59:19.467297,"SELECT
    ID_DISPOSITIVO,
    ID_CLIENTE,
    TIPO_DISPOSITIVO,
    MARCA,
    MODELO
FROM
    PCSERVICEUSER.DISPOSITIVOS",1
132,"select d.tipo_dispositivo, d.marca, -- ingresos por tipo de operación sum(case when o.tipo_operacion = 'venta' then o.ingreso else 0 end) as ingresos_ventas, sum(case when o.tipo_operacion = 'mantenimiento' then o.ingreso else 0 end) as ingresos_mantenimiento, sum(case when o.tipo_operacion = 'servicio' then o.ingreso else 0 end) as ingresos_servicios, -- egresos por tipo de operación sum(case when o.tipo_operacion = 'venta' then coalesce(o.egreso, 0) else 0 end) as egresos_ventas, sum(case when o.tipo_operacion = 'mantenimiento' then coalesce(o.egreso, 0) else 0 end) as egresos_mantenimiento, sum(case when o.tipo_operacion = 'servicio' then coalesce(o.egreso, 0) else 0 end) as egresos_servicios, -- rentabilidad neta por tipo de operación sum(case when o.tipo_operacion = 'venta' then (o.ingreso - coalesce(o.egreso, 0)) else 0 end) as ganancia_ventas, sum(case when o.tipo_operacion = 'mantenimiento' then (o.ingreso - coalesce(o.egreso, 0)) else 0 end) as ganancia_mantenimiento, sum(case when o.tipo_operacion = 'servicio' then (o.ingreso - coalesce(o.egreso, 0)) else 0 end) as ganancia_servicios, -- totales sum(o.ingreso) as total_ingresos, sum(coalesce(o.egreso, 0)) as total_egresos, sum(o.ingreso - coalesce(o.egreso, 0)) as rentabilidad_total, count(*) as total_operaciones from dispositivos d join clientes c on d.id_cliente = c.id_cliente join operaciones o on c.id_cliente = o.id_cliente where o.ingreso is not null and extract(year from o.fecha) = 2024 group by d.tipo_dispositivo, d.marca order by sum(o.ingreso - coalesce(o.egreso, 0)) desc",PCSERVICEUSER,2025-07-05 02:37:43.243684,PCSERVICEUSER,2025-07-05 03:25:12.556265,"SELECT 
    D.TIPO_DISPOSITIVO,
    D.MARCA,
    -- Ingresos por tipo de operación
    SUM(CASE WHEN O.TIPO_OPERACION = 'VENTA' THEN O.INGRESO ELSE 0 END) as Ingresos_Ventas,
    SUM(CASE WHEN O.TIPO_OPERACION = 'MANTENIMIENTO' THEN O.INGRESO ELSE 0 END) as Ingresos_Mantenimiento,
    SUM(CASE WHEN O.TIPO_OPERACION = 'SERVICIO' THEN O.INGRESO ELSE 0 END) as Ingresos_Servicios,

    -- Egresos por tipo de operación
    SUM(CASE WHEN O.TIPO_OPERACION = 'VENTA' THEN COALESCE(O.EGRESO, 0) ELSE 0 END) as Egresos_Ventas,
    SUM(CASE WHEN O.TIPO_OPERACION = 'MANTENIMIENTO' THEN COALESCE(O.EGRESO, 0) ELSE 0 END) as Egresos_Mantenimiento,
    SUM(CASE WHEN O.TIPO_OPERACION = 'SERVICIO' THEN COALESCE(O.EGRESO, 0) ELSE 0 END) as Egresos_Servicios,

    -- Rentabilidad neta por tipo de operación
    SUM(CASE WHEN O.TIPO_OPERACION = 'VENTA' THEN (O.INGRESO - COALESCE(O.EGRESO, 0)) ELSE 0 END) as Ganancia_Ventas,
    SUM(CASE WHEN O.TIPO_OPERACION = 'MANTENIMIENTO' THEN (O.INGRESO - COALESCE(O.EGRESO, 0)) ELSE 0 END) as Ganancia_Mantenimiento,
    SUM(CASE WHEN O.TIPO_OPERACION = 'SERVICIO' THEN (O.INGRESO - COALESCE(O.EGRESO, 0)) ELSE 0 END) as Ganancia_Servicios,

    -- Totales
    SUM(O.INGRESO) as Total_Ingresos,
    SUM(COALESCE(O.EGRESO, 0)) as Total_Egresos,
    SUM(O.INGRESO - COALESCE(O.EGRESO, 0)) as Rentabilidad_Total,
    COUNT(*) as Total_Operaciones

FROM DISPOSITIVOS D
JOIN CLIENTES C ON D.ID_CLIENTE = C.ID_CLIENTE
JOIN OPERACIONES O ON C.ID_CLIENTE = O.ID_CLIENTE
WHERE O.INGRESO IS NOT NULL
  AND EXTRACT(YEAR FROM O.FECHA) = 2024
GROUP BY D.TIPO_DISPOSITIVO, D.MARCA
ORDER BY SUM(O.INGRESO - COALESCE(O.EGRESO, 0)) DESC",2
133,"select d.tipo_dispositivo, d.marca, -- ingresos por tipo de operación sum(case when o.tipo_operacion = 'venta' then o.ingreso else 0 end) as ingresos_ventas, sum(case when o.tipo_operacion = 'mantenimiento' then o.ingreso else 0 end) as ingresos_mantenimiento, sum(case when o.tipo_operacion = 'servicio' then o.ingreso else 0 end) as ingresos_servicios, -- egresos por tipo de operación sum(case when o.tipo_operacion = 'venta' then coalesce(o.egreso, 0) else 0 end) as egresos_ventas, sum(case when o.tipo_operacion = 'mantenimiento' then coalesce(o.egreso, 0) else 0 end) as egresos_mantenimiento, sum(case when o.tipo_operacion = 'servicio' then coalesce(o.egreso, 0) else 0 end) as egresos_servicios, -- rentabilidad neta por tipo de operación sum(case when o.tipo_operacion = 'venta' then (o.ingreso - coalesce(o.egreso, 0)) else 0 end) as ganancia_ventas, sum(case when o.tipo_operacion = 'mantenimiento' then (o.ingreso - coalesce(o.egreso, 0)) else 0 end) as ganancia_mantenimiento, sum(case when o.tipo_operacion = 'servicio' then (o.ingreso - coalesce(o.egreso, 0)) else 0 end) as ganancia_servicios, -- totales sum(o.ingreso) as total_ingresos, sum(coalesce(o.egreso, 0)) as total_egresos, sum(o.ingreso - coalesce(o.egreso, 0)) as rentabilidad_total, count(*) as total_operaciones from dispositivos d join clientes c on d.id_cliente = c.id_cliente join operaciones o on c.id_cliente = o.id_cliente where o.ingreso is not null and extract(year from o.fecha) = 2025 group by d.tipo_dispositivo, d.marca order by sum(o.ingreso - coalesce(o.egreso, 0)) desc",PCSERVICEUSER,2025-07-05 02:37:54.377266,PCSERVICEUSER,2025-07-05 02:37:54.377266,"SELECT 
    D.TIPO_DISPOSITIVO,
    D.MARCA,
    -- Ingresos por tipo de operación
    SUM(CASE WHEN O.TIPO_OPERACION = 'VENTA' THEN O.INGRESO ELSE 0 END) as Ingresos_Ventas,
    SUM(CASE WHEN O.TIPO_OPERACION = 'MANTENIMIENTO' THEN O.INGRESO ELSE 0 END) as Ingresos_Mantenimiento,
    SUM(CASE WHEN O.TIPO_OPERACION = 'SERVICIO' THEN O.INGRESO ELSE 0 END) as Ingresos_Servicios,

    -- Egresos por tipo de operación
    SUM(CASE WHEN O.TIPO_OPERACION = 'VENTA' THEN COALESCE(O.EGRESO, 0) ELSE 0 END) as Egresos_Ventas,
    SUM(CASE WHEN O.TIPO_OPERACION = 'MANTENIMIENTO' THEN COALESCE(O.EGRESO, 0) ELSE 0 END) as Egresos_Mantenimiento,
    SUM(CASE WHEN O.TIPO_OPERACION = 'SERVICIO' THEN COALESCE(O.EGRESO, 0) ELSE 0 END) as Egresos_Servicios,

    -- Rentabilidad neta por tipo de operación
    SUM(CASE WHEN O.TIPO_OPERACION = 'VENTA' THEN (O.INGRESO - COALESCE(O.EGRESO, 0)) ELSE 0 END) as Ganancia_Ventas,
    SUM(CASE WHEN O.TIPO_OPERACION = 'MANTENIMIENTO' THEN (O.INGRESO - COALESCE(O.EGRESO, 0)) ELSE 0 END) as Ganancia_Mantenimiento,
    SUM(CASE WHEN O.TIPO_OPERACION = 'SERVICIO' THEN (O.INGRESO - COALESCE(O.EGRESO, 0)) ELSE 0 END) as Ganancia_Servicios,

    -- Totales
    SUM(O.INGRESO) as Total_Ingresos,
    SUM(COALESCE(O.EGRESO, 0)) as Total_Egresos,
    SUM(O.INGRESO - COALESCE(O.EGRESO, 0)) as Rentabilidad_Total,
    COUNT(*) as Total_Operaciones

FROM DISPOSITIVOS D
JOIN CLIENTES C ON D.ID_CLIENTE = C.ID_CLIENTE
JOIN OPERACIONES O ON C.ID_CLIENTE = O.ID_CLIENTE
WHERE O.INGRESO IS NOT NULL
  AND EXTRACT(YEAR FROM O.FECHA) = 2025
GROUP BY D.TIPO_DISPOSITIVO, D.MARCA
ORDER BY SUM(O.INGRESO - COALESCE(O.EGRESO, 0)) DESC",1
169,"select d.id_dispositivo, d.id_cliente, d.tipo_dispositivo, d.marca from dispositivos d",PCSERVICEUSER,2025-07-10 15:05:54.339215,PCSERVICEUSER,2025-07-10 15:05:54.339215,"SELECT d.ID_DISPOSITIVO, d.ID_CLIENTE, d.TIPO_DISPOSITIVO, d.MARCA
FROM DISPOSITIVOS d",1
134,"with datos_crecimiento as ( select extract(year from fecha) as año, extract(month from fecha) as mes, sum(ingreso) as ingresos_mes, lag(sum(ingreso)) over (order by extract(year from fecha), extract(month from fecha)) as mes_anterior, count(*) as operaciones_mes from operaciones where ingreso is not null group by extract(year from fecha), extract(month from fecha) ) select año, sum(case when mes = 1 then ingresos_mes end) as enero, sum(case when mes = 2 then ingresos_mes end) as febrero, sum(case when mes = 3 then ingresos_mes end) as marzo, sum(case when mes = 4 then ingresos_mes end) as abril, sum(case when mes = 5 then ingresos_mes end) as mayo, sum(case when mes = 6 then ingresos_mes end) as junio, sum(case when mes = 7 then ingresos_mes end) as julio, sum(case when mes = 8 then ingresos_mes end) as agosto, sum(case when mes = 9 then ingresos_mes end) as septiembre, sum(case when mes = 10 then ingresos_mes end) as octubre, sum(case when mes = 11 then ingresos_mes end) as noviembre, sum(case when mes = 12 then ingresos_mes end) as diciembre, sum(ingresos_mes) as total_anual, -- crecimiento respecto al año anterior round(((sum(ingresos_mes) - lag(sum(ingresos_mes)) over (order by año)) / nullif(lag(sum(ingresos_mes)) over (order by año), 0)) * 100, 2) as crecimiento_anual_pct from datos_crecimiento group by año order by año",PCSERVICEUSER,2025-07-05 02:56:53.225941,PCSERVICEUSER,2025-07-05 03:25:19.150736,"WITH datos_crecimiento AS (
    SELECT 
        EXTRACT(YEAR FROM FECHA) as Año,
        EXTRACT(MONTH FROM FECHA) as Mes,
        SUM(INGRESO) as Ingresos_Mes,
        LAG(SUM(INGRESO)) OVER (ORDER BY EXTRACT(YEAR FROM FECHA), EXTRACT(MONTH FROM FECHA)) as Mes_Anterior,
        COUNT(*) as Operaciones_Mes
    FROM OPERACIONES
    WHERE INGRESO IS NOT NULL
    GROUP BY EXTRACT(YEAR FROM FECHA), EXTRACT(MONTH FROM FECHA)
)
SELECT 
    Año,
    SUM(CASE WHEN Mes = 1 THEN Ingresos_Mes END) as Enero,
    SUM(CASE WHEN Mes = 2 THEN Ingresos_Mes END) as Febrero,
    SUM(CASE WHEN Mes = 3 THEN Ingresos_Mes END) as Marzo,
    SUM(CASE WHEN Mes = 4 THEN Ingresos_Mes END) as Abril,
    SUM(CASE WHEN Mes = 5 THEN Ingresos_Mes END) as Mayo,
    SUM(CASE WHEN Mes = 6 THEN Ingresos_Mes END) as Junio,
    SUM(CASE WHEN Mes = 7 THEN Ingresos_Mes END) as Julio,
    SUM(CASE WHEN Mes = 8 THEN Ingresos_Mes END) as Agosto,
    SUM(CASE WHEN Mes = 9 THEN Ingresos_Mes END) as Septiembre,
    SUM(CASE WHEN Mes = 10 THEN Ingresos_Mes END) as Octubre,
    SUM(CASE WHEN Mes = 11 THEN Ingresos_Mes END) as Noviembre,
    SUM(CASE WHEN Mes = 12 THEN Ingresos_Mes END) as Diciembre,
    SUM(Ingresos_Mes) as Total_Anual,
    
    -- Crecimiento respecto al año anterior
    ROUND(((SUM(Ingresos_Mes) - LAG(SUM(Ingresos_Mes)) OVER (ORDER BY Año)) / 
           NULLIF(LAG(SUM(Ingresos_Mes)) OVER (ORDER BY Año), 0)) * 100, 2) as Crecimiento_Anual_Pct
FROM datos_crecimiento
GROUP BY Año
ORDER BY Año",5
128,"select tipo_operacion, sum(case when extract(month from fecha) = 1 then ingreso else 0 end) as enero, sum(case when extract(month from fecha) = 2 then ingreso else 0 end) as febrero, sum(case when extract(month from fecha) = 3 then ingreso else 0 end) as marzo, sum(case when extract(month from fecha) = 4 then ingreso else 0 end) as abril, sum(case when extract(month from fecha) = 5 then ingreso else 0 end) as mayo, sum(case when extract(month from fecha) = 6 then ingreso else 0 end) as junio, sum(case when extract(month from fecha) = 7 then ingreso else 0 end) as julio, sum(case when extract(month from fecha) = 8 then ingreso else 0 end) as agosto, sum(case when extract(month from fecha) = 9 then ingreso else 0 end) as septiembre, sum(case when extract(month from fecha) = 10 then ingreso else 0 end) as octubre, sum(case when extract(month from fecha) = 11 then ingreso else 0 end) as noviembre, sum(case when extract(month from fecha) = 12 then ingreso else 0 end) as diciembre, sum(ingreso) as total_anual from operaciones where ingreso is not null and extract(year from fecha) = 2022 -- cambiar año según necesidad group by tipo_operacion order by tipo_operacion",PCSERVICEUSER,2025-07-05 02:28:03.850862,PCSERVICEUSER,2025-07-05 02:28:03.850862,"SELECT 
    TIPO_OPERACION,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 1 THEN INGRESO ELSE 0 END) as Enero,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 2 THEN INGRESO ELSE 0 END) as Febrero,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 3 THEN INGRESO ELSE 0 END) as Marzo,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 4 THEN INGRESO ELSE 0 END) as Abril,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 5 THEN INGRESO ELSE 0 END) as Mayo,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 6 THEN INGRESO ELSE 0 END) as Junio,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 7 THEN INGRESO ELSE 0 END) as Julio,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 8 THEN INGRESO ELSE 0 END) as Agosto,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 9 THEN INGRESO ELSE 0 END) as Septiembre,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 10 THEN INGRESO ELSE 0 END) as Octubre,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 11 THEN INGRESO ELSE 0 END) as Noviembre,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 12 THEN INGRESO ELSE 0 END) as Diciembre,
    SUM(INGRESO) as Total_Anual
FROM OPERACIONES
WHERE INGRESO IS NOT NULL
  AND EXTRACT(YEAR FROM FECHA) = 2022  -- Cambiar año según necesidad
GROUP BY TIPO_OPERACION
ORDER BY TIPO_OPERACION",1
129,"select tipo_operacion, sum(case when extract(month from fecha) = 1 then ingreso else 0 end) as enero, sum(case when extract(month from fecha) = 2 then ingreso else 0 end) as febrero, sum(case when extract(month from fecha) = 3 then ingreso else 0 end) as marzo, sum(case when extract(month from fecha) = 4 then ingreso else 0 end) as abril, sum(case when extract(month from fecha) = 5 then ingreso else 0 end) as mayo, sum(case when extract(month from fecha) = 6 then ingreso else 0 end) as junio, sum(case when extract(month from fecha) = 7 then ingreso else 0 end) as julio, sum(case when extract(month from fecha) = 8 then ingreso else 0 end) as agosto, sum(case when extract(month from fecha) = 9 then ingreso else 0 end) as septiembre, sum(case when extract(month from fecha) = 10 then ingreso else 0 end) as octubre, sum(case when extract(month from fecha) = 11 then ingreso else 0 end) as noviembre, sum(case when extract(month from fecha) = 12 then ingreso else 0 end) as diciembre, sum(ingreso) as total_anual from operaciones where ingreso is not null and extract(year from fecha) = 2025 -- cambiar año según necesidad group by tipo_operacion order by tipo_operacion",PCSERVICEUSER,2025-07-05 02:28:18.341438,PCSERVICEUSER,2025-07-05 02:28:18.341438,"SELECT 
    TIPO_OPERACION,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 1 THEN INGRESO ELSE 0 END) as Enero,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 2 THEN INGRESO ELSE 0 END) as Febrero,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 3 THEN INGRESO ELSE 0 END) as Marzo,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 4 THEN INGRESO ELSE 0 END) as Abril,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 5 THEN INGRESO ELSE 0 END) as Mayo,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 6 THEN INGRESO ELSE 0 END) as Junio,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 7 THEN INGRESO ELSE 0 END) as Julio,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 8 THEN INGRESO ELSE 0 END) as Agosto,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 9 THEN INGRESO ELSE 0 END) as Septiembre,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 10 THEN INGRESO ELSE 0 END) as Octubre,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 11 THEN INGRESO ELSE 0 END) as Noviembre,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 12 THEN INGRESO ELSE 0 END) as Diciembre,
    SUM(INGRESO) as Total_Anual
FROM OPERACIONES
WHERE INGRESO IS NOT NULL
  AND EXTRACT(YEAR FROM FECHA) = 2025  -- Cambiar año según necesidad
GROUP BY TIPO_OPERACION
ORDER BY TIPO_OPERACION",1
127,"select tipo_operacion, sum(case when extract(month from fecha) = 1 then ingreso else 0 end) as enero, sum(case when extract(month from fecha) = 2 then ingreso else 0 end) as febrero, sum(case when extract(month from fecha) = 3 then ingreso else 0 end) as marzo, sum(case when extract(month from fecha) = 4 then ingreso else 0 end) as abril, sum(case when extract(month from fecha) = 5 then ingreso else 0 end) as mayo, sum(case when extract(month from fecha) = 6 then ingreso else 0 end) as junio, sum(case when extract(month from fecha) = 7 then ingreso else 0 end) as julio, sum(case when extract(month from fecha) = 8 then ingreso else 0 end) as agosto, sum(case when extract(month from fecha) = 9 then ingreso else 0 end) as septiembre, sum(case when extract(month from fecha) = 10 then ingreso else 0 end) as octubre, sum(case when extract(month from fecha) = 11 then ingreso else 0 end) as noviembre, sum(case when extract(month from fecha) = 12 then ingreso else 0 end) as diciembre, sum(ingreso) as total_anual from operaciones where ingreso is not null and extract(year from fecha) = 2024 -- cambiar año según necesidad group by tipo_operacion order by tipo_operacion",PCSERVICEUSER,2025-07-05 02:27:34.584978,PCSERVICEUSER,2025-07-05 02:28:12.431786,"SELECT 
    TIPO_OPERACION,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 1 THEN INGRESO ELSE 0 END) as Enero,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 2 THEN INGRESO ELSE 0 END) as Febrero,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 3 THEN INGRESO ELSE 0 END) as Marzo,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 4 THEN INGRESO ELSE 0 END) as Abril,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 5 THEN INGRESO ELSE 0 END) as Mayo,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 6 THEN INGRESO ELSE 0 END) as Junio,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 7 THEN INGRESO ELSE 0 END) as Julio,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 8 THEN INGRESO ELSE 0 END) as Agosto,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 9 THEN INGRESO ELSE 0 END) as Septiembre,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 10 THEN INGRESO ELSE 0 END) as Octubre,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 11 THEN INGRESO ELSE 0 END) as Noviembre,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 12 THEN INGRESO ELSE 0 END) as Diciembre,
    SUM(INGRESO) as Total_Anual
FROM OPERACIONES
WHERE INGRESO IS NOT NULL
  AND EXTRACT(YEAR FROM FECHA) = 2024  -- Cambiar año según necesidad
GROUP BY TIPO_OPERACION
ORDER BY TIPO_OPERACION",2
130,"select coalesce(tipo_operacion, 'total') as tipo_operacion, sum(case when extract(month from fecha) = 1 then ingreso else 0 end) as enero, sum(case when extract(month from fecha) = 2 then ingreso else 0 end) as febrero, sum(case when extract(month from fecha) = 3 then ingreso else 0 end) as marzo, sum(case when extract(month from fecha) = 4 then ingreso else 0 end) as abril, sum(case when extract(month from fecha) = 5 then ingreso else 0 end) as mayo, sum(case when extract(month from fecha) = 6 then ingreso else 0 end) as junio, sum(case when extract(month from fecha) = 7 then ingreso else 0 end) as julio, sum(case when extract(month from fecha) = 8 then ingreso else 0 end) as agosto, sum(case when extract(month from fecha) = 9 then ingreso else 0 end) as septiembre, sum(case when extract(month from fecha) = 10 then ingreso else 0 end) as octubre, sum(case when extract(month from fecha) = 11 then ingreso else 0 end) as noviembre, sum(case when extract(month from fecha) = 12 then ingreso else 0 end) as diciembre, sum(ingreso) as total_anual from operaciones where ingreso is not null and extract(year from fecha) = 2024 group by rollup(tipo_operacion) order by case when tipo_operacion is null then 'zzzz' else tipo_operacion end",PCSERVICEUSER,2025-07-05 02:29:21.144849,PCSERVICEUSER,2025-07-05 02:29:21.144849,"SELECT 
    COALESCE(TIPO_OPERACION, 'TOTAL') as Tipo_Operacion,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 1 THEN INGRESO ELSE 0 END) as Enero,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 2 THEN INGRESO ELSE 0 END) as Febrero,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 3 THEN INGRESO ELSE 0 END) as Marzo,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 4 THEN INGRESO ELSE 0 END) as Abril,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 5 THEN INGRESO ELSE 0 END) as Mayo,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 6 THEN INGRESO ELSE 0 END) as Junio,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 7 THEN INGRESO ELSE 0 END) as Julio,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 8 THEN INGRESO ELSE 0 END) as Agosto,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 9 THEN INGRESO ELSE 0 END) as Septiembre,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 10 THEN INGRESO ELSE 0 END) as Octubre,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 11 THEN INGRESO ELSE 0 END) as Noviembre,
    SUM(CASE WHEN EXTRACT(MONTH FROM FECHA) = 12 THEN INGRESO ELSE 0 END) as Diciembre,
    SUM(INGRESO) as Total_Anual
FROM OPERACIONES
WHERE INGRESO IS NOT NULL
  AND EXTRACT(YEAR FROM FECHA) = 2024
GROUP BY ROLLUP(TIPO_OPERACION)
ORDER BY CASE WHEN TIPO_OPERACION IS NULL THEN 'ZZZZ' ELSE TIPO_OPERACION END",1
181,select*from mantenimiento_dispositivo order by id_operacion,PCSERVICEUSER,2025-07-10 19:36:18.972678,PCSERVICEUSER,2025-07-10 19:36:49.334154,select*from MANTENIMIENTO_DISPOSITIVO order by ID_OPERACION,2
184,select * from clientes c,PCSERVICEUSER,2025-07-10 20:37:58.236015,PCSERVICEUSER,2025-07-10 20:37:58.236015,select * from CLIENTES C,1
177,select*from operaciones order by id_operacion,PCSERVICEUSER,2025-07-10 18:36:38.534731,PCSERVICEUSER,2025-07-10 19:58:39.794543,select*from OPERACIONES order by ID_OPERACION,3
